movieId,title,genres,genres_clean,tags_combined,content_text,n_ratings,effective_alpha
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,Drama,,Drama,3,0.26249999999999996
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,Action Crime,alternate endings,Action Crime alternate endings,75,0.65625
2693,Trekkies (1997),Documentary,Documentary,star trek,Documentary star trek,4,0.31111111111111106
2694,Big Daddy (1999),Comedy,Comedy,adam sandler,Comedy adam sandler,48,0.6339622641509434
2695,"Boys, The (1998)",Drama,Drama,,Drama,1,0.11666666666666665
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,Comedy,,Comedy,3,0.26249999999999996
2697,My Son the Fanatic (1997),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,1,0.11666666666666665
2698,Zone 39 (1997),Sci-Fi,Sci-Fi,,Sci-Fi,1,0.11666666666666665
2699,Arachnophobia (1990),Comedy|Horror,Comedy Horror,spiders,Comedy Horror spiders,53,0.6396551724137931
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,Animation Comedy Musical,adult humor controversial crude humor free speech parody satire south park trey parker,Animation Comedy Musical adult humor controversial crude humor free speech parody satire south park trey parker,76,0.65679012345679
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,Action Comedy Sci-Fi Western,,Action Comedy Sci-Fi Western,53,0.6396551724137931
2702,Summer of Sam (1999),Drama,Drama,,Drama,15,0.5249999999999999
2706,American Pie (1999),Comedy|Romance,Comedy Romance,best comedy chris klein dumb jason biggs not funny pizza beer seann william scott teen,Comedy Romance best comedy chris klein dumb jason biggs not funny pizza beer seann william scott teen,103,0.6675925925925925
2707,Arlington Road (1999),Thriller,Thriller,,Thriller,22,0.5703703703703703
2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,Romance,,Romance,3,0.26249999999999996
2709,Muppets From Space (1999),Children|Comedy,Children Comedy,,Children Comedy,9,0.45
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,Drama Horror Thriller,claims to be true video,Drama Horror Thriller claims to be true video,64,0.6492753623188405
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,Drama Mystery Thriller,sexuality,Drama Mystery Thriller sexuality,53,0.6396551724137931
2713,Lake Placid (1999),Horror|Thriller,Horror Thriller,,Horror Thriller,12,0.49411764705882355
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,Action Comedy Sci-Fi,ghosts,Action Comedy Sci-Fi ghosts,120,0.6719999999999999
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,Comedy Fantasy Sci-Fi,ghosts,Comedy Fantasy Sci-Fi ghosts,47,0.6326923076923077
2718,Drop Dead Gorgeous (1999),Comedy,Comedy,,Comedy,10,0.4666666666666666
2719,"Haunting, The (1999)",Horror|Thriller,Horror Thriller,remake,Horror Thriller remake,13,0.5055555555555555
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,Action Adventure Children Comedy,,Action Adventure Children Comedy,21,0.5653846153846154
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,Action Horror Sci-Fi Thriller,,Action Horror Sci-Fi Thriller,29,0.5970588235294118
2723,Mystery Men (1999),Action|Comedy|Fantasy,Action Comedy Fantasy,superhero,Action Comedy Fantasy superhero,39,0.6204545454545454
2724,Runaway Bride (1999),Comedy|Romance,Comedy Romance,,Comedy Romance,42,0.6255319148936169
2725,Twin Falls Idaho (1999),Drama,Drama,,Drama,1,0.11666666666666665
2726,"Killing, The (1956)",Crime|Film-Noir,Crime Film-Noir,heist,Crime Film-Noir heist,9,0.45
2727,Killer's Kiss (1955),Crime|Film-Noir,Crime Film-Noir,,Crime Film-Noir,1,0.11666666666666665
2728,Spartacus (1960),Action|Drama|Romance|War,Action Drama Romance War,crucifixion rome slavery,Action Drama Romance War crucifixion rome slavery,13,0.5055555555555555
2729,Lolita (1962),Drama|Romance,Drama Romance,,Drama Romance,7,0.4083333333333333
2730,Barry Lyndon (1975),Drama|Romance|War,Drama Romance War,,Drama Romance War,7,0.4083333333333333
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,Crime Drama,emotional gentle heartwarming lyrical reflective,Crime Drama emotional gentle heartwarming lyrical reflective,12,0.49411764705882355
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,Drama Romance,,Drama Romance,5,0.35
2733,Vibes (1988),Adventure|Comedy|Romance,Adventure Comedy Romance,,Adventure Comedy Romance,2,0.19999999999999998
2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,Adventure Drama Thriller,,Adventure Drama Thriller,10,0.4666666666666666
2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,Action Adventure Comedy Fantasy Mystery,,Action Adventure Comedy Fantasy Mystery,16,0.5333333333333332
2736,Brighton Beach Memoirs (1986),Comedy,Comedy,,Comedy,5,0.35
2737,Assassination (1987),Action|Drama|Thriller,Action Drama Thriller,,Action Drama Thriller,1,0.11666666666666665
2738,Crimes of the Heart (1986),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
2739,"Color Purple, The (1985)",Drama,Drama,,Drama,12,0.49411764705882355
2740,"Kindred, The (1986)",Horror|Sci-Fi,Horror Sci-Fi,,Horror Sci-Fi,1,0.11666666666666665
2741,No Mercy (1986),Action|Crime|Thriller,Action Crime Thriller,,Action Crime Thriller,2,0.19999999999999998
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
2743,Native Son (1986),Drama,Drama,,Drama,1,0.11666666666666665
2744,Otello (1986),Drama,Drama,,Drama,1,0.11666666666666665
2745,"Mission, The (1986)",Drama,Drama,missionary priest,Drama missionary priest,9,0.45
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,Comedy Horror Musical,,Comedy Horror Musical,39,0.6204545454545454
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,Comedy Horror,,Comedy Horror,9,0.45
2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,Action Adventure Comedy,,Action Adventure Comedy,6,0.3818181818181818
2749,"Morning After, The (1986)",Drama|Mystery,Drama Mystery,,Drama Mystery,2,0.19999999999999998
2750,Radio Days (1987),Comedy|Drama,Comedy Drama,nostalgia radio,Comedy Drama nostalgia radio,7,0.4083333333333333
2751,From the Hip (1987),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
2752,Outrageous Fortune (1987),Comedy|Mystery,Comedy Mystery,,Comedy Mystery,8,0.4307692307692308
2754,Deadtime Stories (1987),Horror,Horror,,Horror,1,0.11666666666666665
2757,Frances (1982),Drama,Drama,,Drama,1,0.11666666666666665
2759,Dick (1999),Comedy,Comedy,,Comedy,8,0.4307692307692308
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,Adventure Animation Children Drama Sci-Fi,robots animation,Adventure Animation Children Drama Sci-Fi robots animation,39,0.6204545454545454
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,Drama Horror Mystery,atmospheric bruce willis ghosts imdb top 250 mindfuck stylized twist ending ghosts i see dead people,Drama Horror Mystery atmospheric bruce willis ghosts imdb top 250 mindfuck stylized twist ending ghosts i see dead people,179,0.6809782608695651
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,Action Mystery,,Action Mystery,48,0.6339622641509434
2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,Crime Drama Romance Thriller,,Crime Drama Romance Thriller,7,0.4083333333333333
2765,"Acid House, The (1998)",Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,Comedy Drama,,Comedy Drama,2,0.19999999999999998
2769,"Yards, The (2000)",Crime|Drama,Crime Drama,,Crime Drama,5,0.35
2770,Bowfinger (1999),Comedy,Comedy,,Comedy,38,0.6186046511627906
2771,Brokedown Palace (1999),Drama,Drama,,Drama,4,0.31111111111111106
2772,Detroit Rock City (1999),Comedy,Comedy,,Comedy,10,0.4666666666666666
2774,Better Than Chocolate (1999),Comedy|Romance,Comedy Romance,,Comedy Romance,1,0.11666666666666665
2775,Head On (1998),Drama,Drama,,Drama,1,0.11666666666666665
2779,Heaven Can Wait (1978),Comedy,Comedy,,Comedy,13,0.5055555555555555
2782,Pit and the Pendulum (1961),Horror,Horror,,Horror,3,0.26249999999999996
2784,"Masque of the Red Death, The (1964)",Horror,Horror,,Horror,2,0.19999999999999998
2786,Haunted Honeymoon (1986),Comedy,Comedy,,Comedy,4,0.31111111111111106
2787,Cat's Eye (1985),Horror,Horror,stephen king,Horror stephen king,6,0.3818181818181818
2788,Monty Python's And Now for Something Completely Different (1971),Comedy,Comedy,,Comedy,28,0.5939393939393939
2789,Damien: Omen II (1978),Horror,Horror,,Horror,4,0.31111111111111106
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,Horror Thriller,,Horror Thriller,2,0.19999999999999998
2791,Airplane! (1980),Comedy,Comedy,aviation spoof,Comedy aviation spoof,87,0.6619565217391303
2792,Airplane II: The Sequel (1982),Comedy,Comedy,,Comedy,19,0.5541666666666666
2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,Comedy Horror Romance Thriller,,Comedy Horror Romance Thriller,10,0.4666666666666666
2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,Adventure Comedy Romance,,Adventure Comedy Romance,15,0.5249999999999999
2795,National Lampoon's Vacation (1983),Comedy,Comedy,,Comedy,26,0.5870967741935483
2796,Funny Farm (1988),Comedy,Comedy,,Comedy,11,0.48124999999999996
2797,Big (1988),Comedy|Drama|Fantasy|Romance,Comedy Drama Fantasy Romance,children,Comedy Drama Fantasy Romance children,91,0.6635416666666666
2798,Problem Child (1990),Children|Comedy,Children Comedy,,Children Comedy,12,0.49411764705882355
2799,Problem Child 2 (1991),Comedy,Comedy,,Comedy,8,0.4307692307692308
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,Adventure Animation Children Drama Fantasy,,Adventure Animation Children Drama Fantasy,1,0.11666666666666665
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,Drama Romance,gambling,Drama Romance gambling,1,0.11666666666666665
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,Action Drama Romance Thriller,,Action Drama Romance Thriller,13,0.5055555555555555
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,Crime Drama Mystery Romance Thriller,lawyers,Crime Drama Mystery Romance Thriller lawyers,13,0.5055555555555555
2804,"Christmas Story, A (1983)",Children|Comedy,Children Comedy,christmas,Children Comedy christmas,55,0.6416666666666666
2805,Mickey Blue Eyes (1999),Comedy|Romance,Comedy Romance,,Comedy Romance,23,0.575
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,Comedy Thriller,,Comedy Thriller,9,0.45
2807,Universal Soldier: The Return (1999),Action|Sci-Fi,Action Sci-Fi,,Action Sci-Fi,4,0.31111111111111106
2808,Universal Soldier (1992),Action|Sci-Fi,Action Sci-Fi,,Action Sci-Fi,17,0.5409090909090909
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,Animation Horror Mystery Thriller,,Animation Horror Mystery Thriller,5,0.35
2812,In Too Deep (1999),Action|Thriller,Action Thriller,,Action Thriller,1,0.11666666666666665
2813,"Source, The (1999)",Documentary,Documentary,,Documentary,1,0.11666666666666665
2815,Iron Eagle (1986),Action|War,Action War,,Action War,7,0.4083333333333333
2816,Iron Eagle II (1988),Action|War,Action War,,Action War,3,0.26249999999999996
2817,Aces: Iron Eagle III (1992),Action,Action,,Action,3,0.26249999999999996
2818,Iron Eagle IV (1995),Action|War,Action War,,Action War,3,0.26249999999999996
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,Drama Mystery Romance Thriller,,Drama Mystery Romance Thriller,16,0.5333333333333332
2820,Hamlet (1964),Drama,Drama,,Drama,1,0.11666666666666665
2822,Medicine Man (1992),Adventure|Romance,Adventure Romance,,Adventure Romance,11,0.48124999999999996
2824,On the Ropes (1999),Documentary|Drama,Documentary Drama,,Documentary Drama,1,0.11666666666666665
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,Action Adventure Fantasy,,Action Adventure Fantasy,26,0.5870967741935483
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,Horror Sci-Fi Thriller,aliens,Horror Sci-Fi Thriller aliens,11,0.48124999999999996
2828,Dudley Do-Right (1999),Children|Comedy,Children Comedy,,Children Comedy,2,0.19999999999999998
2829,"Muse, The (1999)",Comedy,Comedy,,Comedy,7,0.4083333333333333
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,Action Adventure Comedy Thriller,,Action Adventure Comedy Thriller,1,0.11666666666666665
2836,Outside Providence (1999),Comedy,Comedy,,Comedy,4,0.31111111111111106
2837,Bedrooms & Hallways (1998),Comedy|Romance,Comedy Romance,,Comedy Romance,1,0.11666666666666665
2839,West Beirut (West Beyrouth) (1998),Drama,Drama,,Drama,1,0.11666666666666665
2840,Stigmata (1999),Drama|Thriller,Drama Thriller,,Drama Thriller,23,0.575
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,Horror Mystery Thriller,,Horror Mystery Thriller,18,0.5478260869565217
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,Comedy Romance,,Comedy Romance,9,0.45
2844,"Minus Man, The (1999)",Drama|Mystery,Drama Mystery,,Drama Mystery,3,0.26249999999999996
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,Adventure Children Comedy Drama,,Adventure Children Comedy Drama,7,0.4083333333333333
2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,Adventure Drama Romance,,Adventure Drama Romance,2,0.19999999999999998
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,Drama,,Drama,1,0.11666666666666665
2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,Adventure Sci-Fi Thriller,,Adventure Sci-Fi Thriller,4,0.31111111111111106
2852,"Soldier's Story, A (1984)",Drama,Drama,,Drama,1,0.11666666666666665
2856,I Saw What You Did (1965),Thriller,Thriller,,Thriller,1,0.11666666666666665
2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,Adventure Animation Comedy Fantasy Musical,,Adventure Animation Comedy Fantasy Musical,14,0.5157894736842105
2858,American Beauty (1999),Drama|Romance,Drama Romance,,Drama Romance,204,0.6832535885167463
2859,Stop Making Sense (1984),Documentary|Musical,Documentary Musical,,Documentary Musical,7,0.4083333333333333
2860,Blue Streak (1999),Comedy,Comedy,,Comedy,9,0.45
2861,For Love of the Game (1999),Comedy|Drama,Comedy Drama,,Comedy Drama,8,0.4307692307692308
2862,Caligula (1979),Drama,Drama,,Drama,1,0.11666666666666665
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,Adventure Comedy Musical,beatles,Adventure Comedy Musical beatles,19,0.5541666666666666
2865,Sugar Town (1999),Comedy,Comedy,,Comedy,1,0.11666666666666665
2866,"Buddy Holly Story, The (1978)",Drama,Drama,,Drama,5,0.35
2867,Fright Night (1985),Comedy|Horror|Thriller,Comedy Horror Thriller,,Comedy Horror Thriller,12,0.49411764705882355
2868,Fright Night Part II (1988),Horror,Horror,,Horror,2,0.19999999999999998
2870,Barefoot in the Park (1967),Comedy,Comedy,,Comedy,8,0.4307692307692308
2871,Deliverance (1972),Adventure|Drama|Thriller,Adventure Drama Thriller,river,Adventure Drama Thriller river,30,0.6
2872,Excalibur (1981),Adventure|Fantasy,Adventure Fantasy,england king arthur,Adventure Fantasy england king arthur,25,0.5833333333333334
2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,Comedy Musical Romance,,Comedy Musical Romance,3,0.26249999999999996
2875,Sommersby (1993),Drama|Mystery|Romance,Drama Mystery Romance,,Drama Mystery Romance,10,0.4666666666666666
2876,Thumbelina (1994),Animation|Children|Fantasy,Animation Children Fantasy,,Animation Children Fantasy,1,0.11666666666666665
2877,Tommy (1975),Musical,Musical,,Musical,7,0.4083333333333333
2878,Hell Night (1981),Horror,Horror,,Horror,2,0.19999999999999998
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,Action Adventure Comedy,,Action Adventure Comedy,7,0.4083333333333333
2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,Action Adventure Comedy,,Action Adventure Comedy,6,0.3818181818181818
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,,Action Crime Drama Thriller,19,0.5541666666666666
2882,Jakob the Liar (1999),Drama,Drama,,Drama,4,0.31111111111111106
2883,Mumford (1999),Comedy|Drama,Comedy Drama,,Comedy Drama,5,0.35
2884,Dog Park (1998),Comedy|Romance,Comedy Romance,,Comedy Romance,1,0.11666666666666665
2885,Guinevere (1999),Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,Children Comedy,,Children Comedy,2,0.19999999999999998
2887,Simon Sez (1999),Action|Comedy,Action Comedy,,Action Comedy,1,0.11666666666666665
2888,Drive Me Crazy (1999),Comedy|Romance,Comedy Romance,,Comedy Romance,5,0.35
2889,"Mystery, Alaska (1999)",Comedy|Drama,Comedy Drama,,Comedy Drama,8,0.4307692307692308
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,Action Adventure Comedy Drama War,,Action Adventure Comedy Drama War,45,0.63
2891,"Happy, Texas (1999)",Comedy,Comedy,,Comedy,3,0.26249999999999996
2892,New Rose Hotel (1998),Action|Drama,Action Drama,,Action Drama,1,0.11666666666666665
2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,Action Adventure Drama,,Action Adventure Drama,1,0.11666666666666665
2894,Romance (1999),Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
2896,Alvarez Kelly (1966),Western,Western,,Western,1,0.11666666666666665
2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,Comedy War,,Comedy War,1,0.11666666666666665
2898,"Dark Half, The (1993)",Horror|Mystery,Horror Mystery,,Horror Mystery,1,0.11666666666666665
2899,Gulliver's Travels (1939),Adventure|Animation|Children,Adventure Animation Children,,Adventure Animation Children,3,0.26249999999999996
2900,Monkey Shines (1988),Horror|Sci-Fi,Horror Sci-Fi,,Horror Sci-Fi,2,0.19999999999999998
2901,Phantasm (1979),Horror|Sci-Fi,Horror Sci-Fi,,Horror Sci-Fi,14,0.5157894736842105
2902,Psycho II (1983),Horror|Mystery|Thriller,Horror Mystery Thriller,,Horror Mystery Thriller,4,0.31111111111111106
2903,Psycho III (1986),Horror|Thriller,Horror Thriller,,Horror Thriller,2,0.19999999999999998
2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,Action Adventure Drama,in netflix queue,Action Adventure Drama in netflix queue,4,0.31111111111111106
2906,Random Hearts (1999),Drama|Romance,Drama Romance,,Drama Romance,7,0.4083333333333333
2907,Superstar (1999),Comedy,Comedy,,Comedy,7,0.4083333333333333
2908,Boys Don't Cry (1999),Drama,Drama,,Drama,39,0.6204545454545454
2912,"Limey, The (1999)",Crime|Drama|Thriller,Crime Drama Thriller,,Crime Drama Thriller,14,0.5157894736842105
2915,Risky Business (1983),Comedy,Comedy,prostitution,Comedy prostitution,42,0.6255319148936169
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,Action Adventure Sci-Fi Thriller,,Action Adventure Sci-Fi Thriller,88,0.6623655913978495
2917,Body Heat (1981),Crime|Thriller,Crime Thriller,,Crime Thriller,10,0.4666666666666666
2918,Ferris Bueller's Day Off (1986),Comedy,Comedy,high school,Comedy high school,109,0.6692982456140351
2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War,Drama Romance War,academy award (best supporting actress) indonesia journalism,Drama Romance War academy award (best supporting actress) indonesia journalism,8,0.4307692307692308
2921,High Plains Drifter (1973),Western,Western,,Western,11,0.48124999999999996
2922,Hang 'Em High (1968),Crime|Drama|Western,Crime Drama Western,,Crime Drama Western,5,0.35
2924,Drunken Master (Jui kuen) (1978),Action|Comedy,Action Comedy,,Action Comedy,10,0.4666666666666666
2925,"Conformist, The (Conformista, Il) (1970)",Drama,Drama,,Drama,5,0.35
2926,Hairspray (1988),Comedy|Drama,Comedy Drama,,Comedy Drama,11,0.48124999999999996
2927,Brief Encounter (1946),Drama|Romance,Drama Romance,adultery,Drama Romance adultery,2,0.19999999999999998
2928,"Razor's Edge, The (1984)",Drama,Drama,,Drama,2,0.19999999999999998
2929,Reds (1981),Drama|Romance,Drama Romance,,Drama Romance,2,0.19999999999999998
2930,Return with Honor (1998),Documentary,Documentary,,Documentary,1,0.11666666666666665
2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,Comedy Crime Drama Fantasy,,Comedy Crime Drama Fantasy,3,0.26249999999999996
2932,Days of Heaven (1978),Drama,Drama,,Drama,3,0.26249999999999996
2935,"Lady Eve, The (1941)",Comedy|Romance,Comedy Romance,gambling,Comedy Romance gambling,8,0.4307692307692308
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,Adventure Comedy Romance,,Adventure Comedy Romance,7,0.4083333333333333
2937,"Palm Beach Story, The (1942)",Comedy,Comedy,screwball,Comedy screwball,5,0.35
2939,Niagara (1953),Drama|Thriller,Drama Thriller,in netflix queue,Drama Thriller in netflix queue,0,0.0
2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,Drama Film-Noir Mystery Romance,nightclub,Drama Film-Noir Mystery Romance nightclub,6,0.3818181818181818
2941,South Pacific (1958),Musical|Romance|War,Musical Romance War,island,Musical Romance War island,9,0.45
2942,Flashdance (1983),Drama|Romance,Drama Romance,,Drama Romance,16,0.5333333333333332
2943,Indochine (1992),Drama|Romance,Drama Romance,vietnam,Drama Romance vietnam,3,0.26249999999999996
2944,"Dirty Dozen, The (1967)",Action|Drama|War,Action Drama War,,Action Drama War,32,0.6054054054054054
2946,Help! (1965),Comedy|Musical,Comedy Musical,,Comedy Musical,7,0.4083333333333333
2947,Goldfinger (1964),Action|Adventure|Thriller,Action Adventure Thriller,,Action Adventure Thriller,53,0.6396551724137931
2948,From Russia with Love (1963),Action|Adventure|Thriller,Action Adventure Thriller,,Action Adventure Thriller,36,0.6146341463414634
2949,Dr. No (1962),Action|Adventure|Thriller,Action Adventure Thriller,,Action Adventure Thriller,33,0.6078947368421053
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,Adventure Drama Romance,,Adventure Drama Romance,14,0.5157894736842105
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,Action Western,bad,Action Western bad,39,0.6204545454545454
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,Crime Drama Thriller,gambling,Crime Drama Thriller gambling,12,0.49411764705882355
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,Children Comedy,family funny macaulay culkin sequel,Children Comedy family funny macaulay culkin sequel,31,0.6027777777777777
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,Action Crime Thriller,,Action Crime Thriller,6,0.3818181818181818
2959,Fight Club (1999),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,dark comedy psychology thought-provoking twist ending dark comedy violence action atmospheric based on a book brad pitt challenging chuck palahniuk classic clever complicated consumerism crime dark dark comedy david fincher disturbing double life edward norton fighting great acting helena bonham carter imaginary friend imdb top 250 mental illness mind-blowing mindfuck narrated nudity (topless) palahnuik philosophical philosophy postmodern powerful ending psychological psychological thriller psychology quirky satirical schizophrenia social commentary societal criticism stylized surreal terrorism thought-provoking twist twist ending violence violent,Action Crime Drama Thriller dark comedy psychology thought-provoking twist ending dark comedy violence action atmospheric based on a book brad pitt challenging chuck palahniuk classic clever complicated consumerism crime dark dark comedy david fincher disturbing double life edward norton fighting great acting helena bonham carter imaginary friend imdb top 250 mental illness mind-blowing mindfuck narrated nudity (topless) palahnuik philosophical philosophy postmodern powerful ending psychological psychological thriller psychology quirky satirical schizophrenia social commentary societal criticism stylized surreal terrorism thought-provoking twist twist ending violence violent,218,0.684304932735426
2961,"Story of Us, The (1999)",Comedy|Drama,Comedy Drama,,Comedy Drama,5,0.35
2962,Fever Pitch (1997),Comedy|Romance,Comedy Romance,,Comedy Romance,2,0.19999999999999998
2964,Julien Donkey-Boy (1999),Drama,Drama,,Drama,1,0.11666666666666665
2965,"Omega Code, The (1999)",Action,Action,,Action,1,0.11666666666666665
2966,"Straight Story, The (1999)",Adventure|Drama,Adventure Drama,brothers lawn mower,Adventure Drama brothers lawn mower,14,0.5157894736842105
2967,"Bad Seed, The (1956)",Drama|Thriller,Drama Thriller,evil children,Drama Thriller evil children,4,0.31111111111111106
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,Adventure Comedy Fantasy Sci-Fi,time travel,Adventure Comedy Fantasy Sci-Fi time travel,41,0.6239130434782608
2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
2970,Fitzcarraldo (1982),Adventure|Drama,Adventure Drama,,Adventure Drama,4,0.31111111111111106
2971,All That Jazz (1979),Drama|Fantasy|Musical,Drama Fantasy Musical,,Drama Fantasy Musical,6,0.3818181818181818
2972,Red Sorghum (Hong gao liang) (1987),Drama|War,Drama War,,Drama War,1,0.11666666666666665
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,Comedy Crime Drama,,Comedy Crime Drama,18,0.5478260869565217
2974,Bats (1999),Horror|Thriller,Horror Thriller,,Horror Thriller,1,0.11666666666666665
2975,"Best Man, The (1999)",Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
2976,Bringing Out the Dead (1999),Drama,Drama,,Drama,6,0.3818181818181818
2977,Crazy in Alabama (1999),Comedy|Drama,Comedy Drama,,Comedy Drama,2,0.19999999999999998
2978,Three to Tango (1999),Comedy|Romance,Comedy Romance,,Comedy Romance,4,0.31111111111111106
2979,Body Shots (1999),Drama,Drama,,Drama,1,0.11666666666666665
2982,"Guardian, The (1990)",Horror|Thriller,Horror Thriller,,Horror Thriller,1,0.11666666666666665
2983,"Ipcress File, The (1965)",Thriller,Thriller,,Thriller,1,0.11666666666666665
2984,On Any Sunday (1971),Documentary,Documentary,,Documentary,1,0.11666666666666665
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,Action Crime Drama Sci-Fi Thriller,,Action Crime Drama Sci-Fi Thriller,70,0.6533333333333333
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,Action Crime Sci-Fi Thriller,,Action Crime Sci-Fi Thriller,25,0.5833333333333334
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,Adventure Animation Children Comedy Crime Fantasy Mystery,live action/animation,Adventure Animation Children Comedy Crime Fantasy Mystery live action/animation,97,0.6656862745098039
2988,Melvin and Howard (1980),Drama,Drama,,Drama,3,0.26249999999999996
2989,For Your Eyes Only (1981),Action|Adventure|Thriller,Action Adventure Thriller,,Action Adventure Thriller,21,0.5653846153846154
2990,Licence to Kill (1989),Action|Adventure|Thriller,Action Adventure Thriller,,Action Adventure Thriller,20,0.5599999999999999
2991,Live and Let Die (1973),Action|Adventure|Thriller,Action Adventure Thriller,,Action Adventure Thriller,23,0.575
